t;e;d;i;set

2.534;0;0;0;0
2.539;0;0;0;0
2.544;0;0;0;0
2.549;0;0;0;0
2.554;0;0;0;0
2.559;0;0;0;0
2.564;0;0;0;0
2.569;0;0;0;0
2.574;0;0;0;0
2.579;0;0;0;0
2.584;0;0;0;0
2.589;0;0;0;0
2.594;0;0;0;0
2.599;0;0;0;0
2.604;0;0;0;0
2.609;0;0;0;0
2.614;0;0;0;0
2.619;0;0;0;0
2.624;0;0;0;0
2.629;0;0;0;0
2.634;0;0;0;0
2.639;0;0;0;0
2.644;0;0;0;0
2.649;0;0;0;0
2.654;0;0;0;0
2.659;0;0;0;0
2.664;0;0;0;0
2.669;0;0;0;0
2.674;0;0;0;0
2.679;0;0;0;0
2.684;0;0;0;0
2.689;0;0;0;0
2.694;0;0;0;0
2.699;0;0;0;0
2.704;0;0;0;0
2.709;0;0;0;0
2.714;0;0;0;0
2.719;0;0;0;0
2.724;0;0;0;0
2.729;0;0;0;0
2.734;0;0;0;0
2.739;0;0;0;0
2.744;0;0;0;0
2.749;0;0;0;0
2.754;0;0;0;0
2.759;0;0;0;0
2.764;0;0;0;0
2.769;0;0;0;0
2.774;0;0;0;0
2.779;0;0;0;0
2.784;0;0;0;0
2.789;0;0;0;0
2.794;0;0;0;0
2.799;0;0;0;0
2.804;0;0;0;0
2.809;0;0;0;0
2.814;0;0;0;0
2.819;0;0;0;0
2.824;0;0;0;0
2.829;0;0;0;0
2.834;0;0;0;0
2.839;0;0;0;0
2.844;0;0;0;0
2.849;0;0;0;0
2.854;0;0;0;0
2.859;0;0;0;0
2.864;0;0;0;0
2.869;0;0;0;0
2.874;0;0;0;0
2.879;0;0;0;0
2.884;0;0;0;0
2.889;0;0;0;0
2.894;0;0;0;0
2.899;0;0;0;0
2.904;0;0;0;0
2.909;0;0;0;0
2.914;0;0;0;0
2.919;0;0;0;0
2.924;0;0;0;0
2.929;0;0;0;0
2.934;0;0;0;0
2.939;0;0;0;0
2.944;0;0;0;0
2.949;0;0;0;0
2.954;0;0;0;0
2.959;0;0;0;0
2.964;0;0;0;0
2.969;0;0;0;0
2.974;0;0;0;0
