t;e;d;i;set

13.738;0;0;0;0
13.743;0;0;0;0
13.746;0;0;0;0
13.749;0;0;0;0
13.752;0;0;0;0
13.755;0;0;0;0
13.758;0;0;0;0
13.761;0;0;0;0
13.764;0;0;0;0
13.767;0;0;0;0
13.77;0;0;0;0
13.773;0;0;0;0
13.776;0;0;0;0
13.779;0;0;0;0
13.782;0;0;0;0
13.785;0;0;0;0
13.788;0;0;0;0
13.791;0;0;0;0
13.794;0;0;0;0
13.797;0;0;0;0
13.8;0;0;0;0
13.803;0;0;0;0
13.806;0;0;0;0
13.809;0;0;0;0
13.812;0;0;0;0
13.815;0;0;0;0
13.818;0;0;0;0
13.821;0;0;0;0
13.824;0;0;0;0
13.827;0;0;0;0
13.83;0;0;0;0
13.833;0;0;0;0
13.836;0;0;0;0
13.839;0;0;0;0
13.842;0;0;0;0
13.845;0;0;0;0
13.848;0;0;0;0
13.851;0;0;0;0
13.854;0;0;0;0
13.857;0;0;0;0
13.86;0;0;0;0
13.863;0;0;0;0
13.866;0;0;0;0
13.869;0;0;0;0
13.872;0;0;0;0
13.875;0;0;0;0
13.878;0;0;0;0
13.881;0;0;0;0
13.884;0;0;0;0
13.887;0;0;0;0
13.89;0;0;0;0
13.893;0;0;0;0
13.896;0;0;0;0
13.899;0;0;0;0
13.902;0;0;0;0
13.905;0;0;0;0
13.908;0;0;0;0
13.911;0;0;0;0
13.914;0;0;0;0
13.917;0;0;0;0
13.92;0;0;0;0
13.923;0;0;0;0
13.926;0;0;0;0
13.929;0;0;0;0
13.932;0;0;0;0
13.935;0;0;0;0
13.938;0;0;0;0
13.941;0;0;0;0
13.944;0;0;0;0
13.947;0;0;0;0
13.95;0;0;0;0
13.953;0;0;0;0
13.956;0;0;0;0
13.959;0;0;0;0
13.962;0;0;0;0
13.965;0;0;0;0
13.968;0;0;0;0
13.971;0;0;0;0
13.974;0;0;0;0
13.977;0;0;0;0
13.98;0;0;0;0
13.983;0;0;0;0
13.986;0;0;0;0
13.989;0;0;0;0
13.992;0;0;0;0
13.995;0;0;0;0
13.998;0;0;0;0
14.001;0;0;0;0
14.004;0;0;0;0
14.007;0;0;0;0
14.01;0;0;0;0
14.013;0;0;0;0
14.016;0;0;0;0
14.019;0;0;0;0
14.022;0;0;0;0
14.025;0;0;0;0
14.028;0;0;0;0
14.031;0;0;0;0
14.034;0;0;0;0
14.037;0;0;0;0
14.04;0;0;0;0
14.043;0;0;0;0
14.046;0;0;0;0
14.049;0;0;0;0
14.052;0;0;0;0
14.055;0;0;0;0
14.058;0;0;0;0
14.061;0;0;0;0
14.064;0;0;0;0
14.067;0;0;0;0
14.07;0;0;0;0
14.073;0;0;0;0
14.076;0;0;0;0
14.079;0;0;0;0
14.082;0;0;0;0
14.085;0;0;0;0
14.088;0;0;0;0
14.091;0;0;0;0
14.094;0;0;0;0
14.097;0;0;0;0
14.1;0;0;0;0
14.103;0;0;0;0
14.106;0;0;0;0
14.109;0;0;0;0
14.112;0;0;0;0
14.115;0;0;0;0
14.118;0;0;0;0
14.121;0;0;0;0
14.124;0;0;0;0
14.127;0;0;0;0
14.13;0;0;0;0
14.133;0;0;0;0
14.136;0;0;0;0
14.139;0;0;0;0
14.142;0;0;0;0
14.145;0;0;0;0
14.148;0;0;0;0
14.151;0;0;0;0
14.154;0;0;0;0
14.157;0;0;0;0
14.16;0;0;0;0
14.163;0;0;0;0
14.166;0;0;0;0
14.169;0;0;0;0
14.172;0;0;0;0
14.175;0;0;0;0
14.178;0;0;0;0
14.181;0;0;0;0
14.184;0;0;0;0
14.187;0;0;0;0
14.19;0;0;0;0
14.193;0;0;0;0
14.196;0;0;0;0
14.199;0;0;0;0
14.202;0;0;0;0
14.205;0;0;0;0
14.208;0;0;0;0
14.211;0;0;0;0
14.214;0;0;0;0
14.217;0;0;0;0
14.22;0;0;0;0
14.223;0;0;0;0
14.226;0;0;0;0
14.229;0;0;0;0
14.232;0;0;0;0
14.235;0;0;0;0
14.238;0;0;0;0
14.241;0;0;0;0
14.244;0;0;0;0
14.247;0;0;0;0
14.25;0;0;0;0
14.253;0;0;0;0
14.256;0;0;0;0
14.259;0;0;0;0
14.262;0;0;0;0
14.265;0;0;0;0
14.268;0;0;0;0
14.271;0;0;0;0
14.274;0;0;0;0
14.277;0;0;0;0
14.28;0;0;0;0
14.283;0;0;0;0
14.286;0;0;0;0
14.289;0;0;0;0
14.292;0;0;0;0
14.295;0;0;0;0
14.298;0;0;0;0
14.301;0;0;0;0
14.304;0;0;0;0
14.307;0;0;0;0
14.31;0;0;0;0
14.313;0;0;0;0
14.316;0;0;0;0
14.319;0;0;0;0
14.322;0;0;0;0
14.325;0;0;0;0
14.328;0;0;0;0
14.331;0;0;0;0
14.334;0;0;0;0
14.337;0;0;0;0
14.34;0;0;0;0
14.343;0;0;0;0
14.346;0;0;0;0
14.349;0;0;0;0
14.352;0;0;0;0
14.355;0;0;0;0
14.358;0;0;0;0
14.361;0;0;0;0
14.364;0;0;0;0
14.367;0;0;0;0
14.37;0;0;0;0
14.373;0;0;0;0
14.376;0;0;0;0
14.379;0;0;0;0
14.382;0;0;0;0
14.385;0;0;0;0
14.388;0;0;0;0
14.391;0;0;0;0
14.394;0;0;0;0
14.397;0;0;0;0
14.4;0;0;0;0
14.403;0;0;0;0
14.406;0;0;0;0
14.409;0;0;0;0
14.412;0;0;0;0
14.415;0;0;0;0
14.418;0;0;0;0
14.421;0;0;0;0
14.424;0;0;0;0
14.427;0;0;0;0
14.43;0;0;0;0
14.433;0;0;0;0
14.436;0;0;0;0
14.439;0;0;0;0
14.442;0;0;0;0
14.445;0;0;0;0
14.448;0;0;0;0
14.451;0;0;0;0
14.454;0;0;0;0
14.457;0;0;0;0
14.46;0;0;0;0
14.463;0;0;0;0
14.466;0;0;0;0
14.469;0;0;0;0
14.472;0;0;0;0
14.475;0;0;0;0
14.478;0;0;0;0
14.481;0;0;0;0
14.484;0;0;0;0
14.487;0;0;0;0
14.49;0;0;0;0
14.493;0;0;0;0
14.496;0;0;0;0
14.499;0;0;0;0
14.502;0;0;0;0
14.505;0;0;0;0
14.508;0;0;0;0
14.511;0;0;0;0
14.514;0;0;0;0
14.517;0;0;0;0
14.52;0;0;0;0
14.523;0;0;0;0
14.526;0;0;0;0
14.529;0;0;0;0
14.532;0;0;0;0
14.535;0;0;0;0
14.538;0;0;0;0
14.541;0;0;0;0
14.544;0;0;0;0
14.547;0;0;0;0
14.55;0;0;0;0
14.553;0;0;0;0
14.556;0;0;0;0
14.559;0;0;0;0
14.562;0;0;0;0
14.565;0;0;0;0
14.568;0;0;0;0
14.571;0;0;0;0
14.574;0;0;0;0
14.577;0;0;0;0
14.58;0;0;0;0
14.583;0;0;0;0
14.586;0;0;0;0
14.589;0;0;0;0
14.592;0;0;0;0
14.595;0;0;0;0
14.598;0;0;0;0
14.601;0;0;0;0
14.604;0;0;0;0
14.607;0;0;0;0
14.61;0;0;0;0
14.613;0;0;0;0
14.616;0;0;0;0
14.619;0;0;0;0
14.622;0;0;0;0
14.625;0;0;0;0
14.628;0;0;0;0
14.631;0;0;0;0
14.634;0;0;0;0
14.637;0;0;0;0
14.64;0;0;0;0
14.643;0;0;0;0
14.646;0;0;0;0
14.649;0;0;0;0
14.652;0;0;0;0
14.655;0;0;0;0
14.658;0;0;0;0
14.661;0;0;0;0
14.664;0;0;0;0
14.667;0;0;0;0
14.67;0;0;0;0
14.673;0;0;0;0
14.676;0;0;0;0
14.679;0;0;0;0
14.682;0;0;0;0
14.685;0;0;0;0
14.688;0;0;0;0
14.691;0;0;0;0
14.694;0;0;0;0
14.697;0;0;0;0
14.7;0;0;0;0
14.703;0;0;0;0
14.706;0;0;0;0
14.709;0;0;0;0
14.712;0;0;0;0
14.715;0;0;0;0
14.718;0;0;0;0
14.721;0;0;0;0
14.724;0;0;0;0
14.727;0;0;0;0
14.73;0;0;0;0
14.733;0;0;0;0
14.736;0;0;0;0
14.739;0;0;0;0
14.742;0;0;0;0
14.745;0;0;0;0
14.748;0;0;0;0
14.751;0;0;0;0
14.754;0;0;0;0
14.757;0;0;0;0
14.76;0;0;0;0
14.763;0;0;0;0
14.766;0;0;0;0
14.769;0;0;0;0
14.772;0;0;0;0
14.775;0;0;0;0
14.778;0;0;0;0
14.781;0;0;0;0
14.784;0;0;0;0
14.787;0;0;0;0
14.79;0;0;0;0
14.793;0;0;0;0
14.796;0;0;0;0
14.799;0;0;0;0
14.802;0;0;0;0
14.805;0;0;0;0
14.808;0;0;0;0
14.811;0;0;0;0
14.814;0;0;0;0
14.817;0;0;0;0
14.82;0;0;0;0
14.823;0;0;0;0
14.826;0;0;0;0
14.829;0;0;0;0
14.832;0;0;0;0
14.835;0;0;0;0
14.838;0;0;0;0
14.841;0;0;0;0
14.844;0;0;0;0
14.847;0;0;0;0
14.85;0;0;0;0
14.853;0;0;0;0
14.856;0;0;0;0
14.859;0;0;0;0
14.862;0;0;0;0
14.865;0;0;0;0
14.868;0;0;0;0
14.871;0;0;0;0
14.874;0;0;0;0
14.877;0;0;0;0
14.88;0;0;0;0
14.883;0;0;0;0
14.886;0;0;0;0
14.889;0;0;0;0
14.892;0;0;0;0
14.895;0;0;0;0
14.898;0;0;0;0
14.901;0;0;0;0
14.904;0;0;0;0
14.907;0;0;0;0
14.91;0;0;0;0
14.913;0;0;0;0
14.916;0;0;0;0
14.919;0;0;0;0
14.922;0;0;0;0
14.925;0;0;0;0
14.928;0;0;0;0
14.931;0;0;0;0
14.934;0;0;0;0
14.937;0;0;0;0
14.94;0;0;0;0
14.943;0;0;0;0
14.946;0;0;0;0
14.949;0;0;0;0
14.952;0;0;0;0
14.955;0;0;0;0
14.958;0;0;0;0
14.961;0;0;0;0
14.964;0;0;0;0
14.967;0;0;0;0
14.97;0;0;0;0
14.973;0;0;0;0
14.976;0;0;0;0
14.979;0;0;0;0
14.982;0;0;0;0
14.985;0;0;0;0
14.988;0;0;0;0
14.991;0;0;0;0
14.994;0;0;0;0
14.997;0;0;0;0
15.0;0;0;0;0
15.003;0;0;0;0
15.006;0;0;0;0
15.009;0;0;0;0
15.012;0;0;0;0
15.015;0;0;0;0
15.018;0;0;0;0
15.021;0;0;0;0
15.024;0;0;0;0
15.027;0;0;0;0
15.03;0;0;0;0
15.033;0;0;0;0
15.036;0;0;0;0
15.039;0;0;0;0
15.042;0;0;0;0
15.045;0;0;0;0
15.048;0;0;0;0
15.051;0;0;0;0
15.054;0;0;0;0
15.057;0;0;0;0
15.06;0;0;0;0
15.063;0;0;0;0
15.066;0;0;0;0
15.069;0;0;0;0
15.072;0;0;0;0
15.075;0;0;0;0
15.078;0;0;0;0
15.081;0;0;0;0
15.084;0;0;0;0
15.087;0;0;0;0
15.09;0;0;0;0
15.093;0;0;0;0
15.096;0;0;0;0
15.099;0;0;0;0
15.102;0;0;0;0
15.105;0;0;0;0
15.108;0;0;0;0
15.111;0;0;0;0
15.114;0;0;0;0
15.117;0;0;0;0
