tiempo;error;integral;derivada;setPoint
10764;-87;-24;1;1020
10770;-86;-48;1;1020
10776;-85;-72;0;1020
10782;-84;-96;0;1020
10788;-82;-118;1;1020
10794;-81;-140;1;1020
10800;-80;-162;1;1020
10806;-79;-184;0;1020
10812;-78;-206;0;1020
10818;-77;-228;0;1020
10824;-76;-248;0;1020
10830;-74;-268;1;1020
10836;-73;-288;1;1020
10842;-72;-308;1;1020
10848;-71;-328;1;1020
10854;-70;-348;1;1020
10860;-69;-367;1;1020
10866;-68;-385;1;1020
10872;-67;-403;1;1020
10878;-66;-421;1;1020
10884;-65;-439;1;1020
10890;-64;-457;1;1020
10896;-63;-475;1;1020
10902;-62;-492;0;1020
10908;-62;-508;0;1020
10914;-61;-524;0;1020
10920;-60;-540;0;1020
10926;-59;-556;0;1020
10932;-58;-572;1;1020
10938;-57;-588;1;1020
10944;-56;-604;1;1020
10953;-55;-627;1;1020
10959;-54;-641;1;1020
10965;-54;-655;0;1020
10971;-53;-669;0;1020
10977;-52;-683;1;1020
10983;-51;-697;1;1020
10989;-51;-711;0;1020
10995;-50;-725;0;1020
11001;-49;-739;1;1020
11007;-48;-752;1;1020
11013;-48;-764;0;1020
11019;-47;-776;0;1020
11025;-46;-788;1;1020
11031;-46;-800;0;1020
11037;-45;-812;0;1020
11043;-44;-824;1;1020
11049;-44;-836;0;1020
11055;-43;-848;0;1020
11061;-43;-860;0;1020
11067;-42;-872;0;1020
11073;-41;-883;1;1020
11079;-41;-893;0;1020
11085;-40;-903;1;1020
11091;-40;-913;0;1020
11097;-39;-923;0;1020
11103;-39;-933;0;1020
11109;-38;-943;0;1020
11115;-37;-953;1;1020
11121;-37;-963;0;1020
11127;-36;-973;1;1020
11133;-36;-983;0;1020
11139;-35;-993;1;1020
11145;-35;-1003;0;1020
11151;-34;-1012;1;1020
11157;-34;-1020;0;1020
11163;-33;-1028;1;1020
11169;-33;-1036;0;1020
11175;-32;-1044;1;1020
11181;-32;-1052;0;1020
11187;-32;-1060;0;1020
11193;-31;-1068;0;1020
11199;-31;-1076;0;1020
11205;-30;-1084;0;1020
11211;-30;-1092;0;1020
11217;-29;-1100;1;1020
11223;-29;-1108;0;1020
11229;-29;-1116;0;1020
11235;-28;-1124;0;1020
11241;-28;-1132;0;1020
11247;-27;-1139;1;1020
11253;-27;-1145;0;1020
11259;-27;-1151;0;1020
11265;-26;-1157;0;1020
11271;-26;-1163;0;1020
11277;-25;-1169;1;1020
11283;-25;-1175;0;1020
11289;-25;-1181;0;1020
11295;-24;-1187;1;1020
11301;-24;-1193;0;1020
11307;-24;-1199;0;1020
11313;-23;-1205;1;1020
11319;-23;-1211;0;1020
11325;-23;-1217;0;1020
11331;-23;-1223;0;1020
11337;-22;-1229;0;1020
11343;-22;-1235;0;1020
11349;-22;-1241;0;1020
11355;-21;-1247;0;1020
11361;-21;-1253;0;1020
11367;-21;-1259;0;1020
11373;-20;-1264;1;1020
11379;-20;-1268;0;1020
11385;-20;-1272;0;1020
11391;-20;-1276;0;1020
11397;-19;-1280;0;1020
11403;-19;-1284;0;1020
11409;-19;-1288;0;1020
11415;-19;-1292;0;1020
11421;-18;-1296;0;1020
11427;-18;-1300;0;1020
11433;-18;-1304;0;1020
11439;-18;-1308;0;1020
11445;-17;-1312;0;1020
11451;-17;-1316;0;1020
11457;-17;-1320;0;1020
11463;-17;-1324;0;1020
11469;-16;-1328;0;1020
11475;-16;-1332;0;1020
11481;-16;-1336;0;1020
11487;-16;-1340;0;1020
11493;-16;-1344;0;1020
11499;-15;-1348;0;1020
11505;-15;-1352;0;1020
11511;-15;-1356;0;1020
11517;-15;-1360;0;1020
11523;-15;-1364;0;1020
11529;-14;-1368;0;1020
11535;-14;-1372;0;1020
11541;-14;-1376;0;1020
11547;-14;-1380;0;1020
11553;-14;-1384;0;1020
11559;-13;-1386;0;1020
11565;-13;-1388;0;1020
11571;-13;-1390;0;1020
11577;31;-1382;-45;1020
11583;-14;-1386;-45;1020
11589;-14;-1390;-45;1020
11595;-14;-1394;-45;1020
11601;-14;-1398;-45;1020
11607;-13;-1401;-45;1020
11613;-13;-1403;-45;1020
11619;-13;-1405;-45;1020
11625;-13;-1407;-45;1020
11631;-13;-1409;-45;1020
11637;-13;-1411;45;1020
11643;-13;-1413;62;1020
11649;-12;-1415;1;1020
11655;-12;-1417;1;1020
11661;-12;-1419;1;1020
11667;-12;-1421;1;1020
11673;-12;-1423;1;1020
11679;-12;-1425;1;1020
11685;-11;-1427;1;1020
11691;-11;-1429;0;1020
11697;-11;-1431;0;1020
11703;-11;-1433;0;1020
11709;-11;-1435;0;1020
11715;34;-1432;-45;1020
11721;33;-1424;-45;1020
11727;33;-1416;-45;1020
11733;32;-1408;-45;1020
11739;32;-1400;-45;1020
11745;31;-1392;-45;1020
11751;31;-1384;-45;1020
11757;30;-1376;-45;1020
11763;30;-1368;-45;1020
11769;29;-1360;-45;1020
11775;29;-1352;-5;1020
11781;80;-1330;-52;1020
11787;131;-1301;-52;1020
11793;129;-1265;-52;1020
11799;127;-1229;-52;1020
11805;176;-1179;-52;1020
11811;225;-1115;-52;1020
11817;275;-1037;-52;1020
11823;315;-947;-52;1020
11829;363;-852;-52;1020
11835;409;-735;-52;1020
11841;507;-598;-442;1020
11847;551;-449;-442;1020
11853;640;-274;-442;1020
11859;684;-79;-442;1020
11865;822;149;-442;1020
11871;866;395;-442;1020
11877;999;674;-442;1020
11883;1087;978;-442;1020
11889;1221;1320;-442;1020
11895;1346;1692;-442;1020
11901;1428;2094;-1187;1020
11907;1553;2531;-1187;1020
11913;1724;3011;-1187;1020
11919;1851;3528;-1187;1020
11925;1969;4078;-1187;1020
11931;2125;4673;-1187;1020
11937;2282;5313;-1187;1020
11943;2432;5996;-1187;1020
11949;2582;6722;-1187;1020
11955;2670;7480;-1187;1020
11961;2804;8278;-1993;1020
11967;2987;9120;-1993;1020
11973;3153;10000;-1993;1020
11979;3307;10000;-1993;1020
11985;3421;10000;-1993;1020
11991;3568;10000;-1993;1020
11997;3709;10000;-1993;1020
12003;3843;10000;-1993;1020
12009;3964;10000;-1993;1020
12015;4085;10000;-1993;1020
12021;4193;10000;-2394;1020
12027;4301;10000;-2394;1020
12033;4396;10000;-2394;1020
12039;4478;10000;-2394;1020
12045;4560;10000;-2394;1020
12051;4648;10000;-2394;1020
12057;4685;10000;-2394;1020
12063;4734;10000;-2394;1020
12069;4777;10000;-2394;1020
12075;4807;10000;-2394;1020
12081;4831;10000;-1598;1020
12087;4835;10000;-1598;1020
12093;4826;10000;-1598;1020
12099;4817;10000;-1598;1020
12105;4801;10000;-1598;1020
12111;4773;10000;-1598;1020
12117;4744;10000;-1598;1020
12123;4709;10000;-1598;1020
12129;4661;10000;-1598;1020
12135;4613;10000;-1598;1020
12141;4565;10000;-694;1020
12147;4511;10000;-694;1020
12153;4456;10000;-694;1020
12159;4402;10000;-694;1020
12165;4334;10000;-694;1020
12171;4273;10000;-694;1020
12177;4206;10000;-694;1020
12183;4145;10000;-694;1020
12189;4090;10000;-694;1020
12195;4029;10000;-694;1020
12201;3962;10000;-357;1020
12207;3894;10000;-357;1020
12213;3846;10000;-357;1020
12219;3785;10000;-357;1020
12225;3731;10000;-357;1020
12231;3670;10000;-357;1020
12237;3609;10000;-357;1020
12243;3561;10000;-357;1020
12249;3513;10000;-357;1020
12255;3465;10000;-357;1020
12261;3417;10000;-415;1020
12267;3369;10000;-415;1020
12273;3321;10000;-415;1020
12279;3273;10000;-415;1020
12285;3225;10000;-415;1020
12291;3177;10000;-415;1020
12297;3129;10000;-16;1020
12336;2867;10000;-29;1020
12342;2819;10000;-29;1020
12348;2787;10000;-29;1020
12354;2739;10000;-29;1020
12360;2707;10000;-29;1020
12366;2659;10000;-29;1020
12372;2633;10000;-29;1020
12378;2585;10000;-435;1020
12384;2553;10000;-435;1020
12390;2505;10000;-435;1020
12396;2473;10000;-435;1020
12402;2441;10000;-435;1020
12408;2403;10000;-435;1020
12414;2355;10000;-435;1020
12420;2323;10000;-435;1020
12426;2291;10000;-435;1020
12432;2246;10000;-301;1020
12438;2214;10000;-301;1020
12444;2182;10000;-301;1020
12450;2137;10000;-301;1020
12456;2105;10000;-301;1020
12462;2073;10000;-301;1020
12468;2028;10000;-301;1020
12474;1996;10000;-301;1020
12480;1951;10000;-301;1020
12486;1922;10000;-301;1020
12492;1890;10000;-252;1020
12498;1845;10000;-252;1020
12504;1813;10000;-252;1020
12510;1784;10000;-252;1020
12516;1739;10000;-252;1020
12522;1707;10000;-252;1020
12528;1671;10000;-252;1020
12534;1626;10000;-252;1020
12540;1602;10000;-252;1020
12546;1578;10000;-168;1020
12552;1541;10000;-168;1020
12558;1506;10000;-168;1020
12564;1482;10000;-168;1020
12570;1445;10000;-168;1020
12576;1401;10000;-168;1020
12582;1385;10000;-168;1020
12588;1361;10000;-168;1020
12594;1326;10000;-84;1020
12600;1302;10000;-84;1020
12606;1273;10000;-84;1020
12612;1257;10000;-84;1020
12618;1233;10000;-84;1020
12624;1217;10000;-84;1020
12630;1201;10000;-84;1020
12636;1185;10000;-84;1020
12642;1161;10000;-84;1020
12648;1145;10000;-84;1020
12654;1129;10000;-171;1020
12660;1113;10000;-171;1020
12666;1110;10000;-21;1020
12672;1094;10000;-21;1020
12678;1097;10000;-21;1020
12684;1081;10000;-21;1020
12690;1065;10000;-21;1020
12696;1069;10000;-21;1020
12702;1053;10000;-21;1020
12708;1050;10000;-21;1020
12714;1034;10000;-21;1020
12720;1037;10000;-21;1020
12726;1034;10000;-244;1020
12732;1026;10000;-244;1020
12738;1010;10000;-244;1020
12744;1007;10000;-244;1020
12750;1011;10000;-244;1020
12756;995;10000;-244;1020
12762;992;10000;-244;1020
12768;976;10000;-244;1020
12774;981;10000;-244;1020
12780;965;10000;-244;1020
12786;949;10000;-203;1020
12792;946;10000;-203;1020
12798;938;10000;-203;1020
12804;935;10000;-203;1020
12810;919;10000;-203;1020
12816;903;10000;-203;1020
12822;908;10000;-203;1020
12828;892;10000;-203;1020
12834;889;10000;-156;1020
12840;881;10000;-156;1020
12846;865;10000;-156;1020
12852;857;10000;-156;1020
12858;854;10000;-156;1020
12864;851;10000;-156;1020
12870;849;10000;-156;1020
12876;846;10000;-156;1020
12882;838;10000;-156;1020
12888;835;10000;-156;1020
12894;843;10000;-193;1020
12900;841;10000;-193;1020
12906;838;10000;-193;1020
12912;835;10000;-193;1020
12918;843;10000;-193;1020
12924;840;10000;-193;1020
12930;838;10000;-193;1020
12936;842;10000;-193;1020
12942;847;10000;-193;1020
12948;831;10000;-193;1020
12954;825;10000;-251;1020
12960;2848;10000;-251;1020
12966;789;10000;-251;1020
12972;771;10000;-251;1020
12978;746;10000;-251;1020
12984;718;10000;-251;1020
12990;674;10000;-251;1020
12996;633;10000;-251;1020
13002;569;10000;-251;1020
13008;503;10000;-251;1020
13014;427;10000;124;1020
13020;322;10000;124;1020
13026;227;10000;124;1020
13032;107;10000;124;1020
13038;-5;10000;124;1020
13044;-153;9969;124;1020
13050;-333;9890;124;1020
13056;-529;9756;124;1020
13062;-742;9562;124;1020
13068;-931;9311;124;1020
13074;-1195;8990;1575;1020
13080;-1439;8600;1575;1020
13086;-1688;8139;1575;1020
13092;-1958;7604;1575;1020
13098;-2270;6979;1575;1020
13104;-2580;6264;1575;1020
13110;-2866;5463;1575;1020
13116;-3195;4573;1575;1020
13122;-3479;3595;1575;1020
13128;-3775;2533;1575;1020
13134;-4124;1379;3573;1020
13140;-4479;125;3573;1020
13146;-4840;-1233;3573;1020
13152;-5202;-2694;3573;1020
13158;-5550;-4254;3573;1020
13164;-5859;-5903;3573;1020
13170;-6169;-7647;3573;1020
13176;-6517;-9485;3573;1020
13182;-6814;-10000;3573;1020
13188;-7110;-10000;3573;1020
13194;-7439;-10000;4298;1020
13200;-7671;-10000;4298;1020
13206;-7987;-10000;4298;1020
13212;-8244;-10000;4298;1020
13218;-8534;-10000;4298;1020
13224;-8772;-10000;4298;1020
13230;-8997;-10000;4298;1020
13236;-9170;-10000;4298;1020
13242;-9330;-10000;4298;1020
13248;-9484;-10000;4298;1020
13254;-9657;-10000;3382;1020
13260;-9784;-10000;3382;1020
13266;-9899;-10000;3382;1020
13272;-10007;-10000;3382;1020
13278;-10076;-10000;3382;1020
13284;-10132;-10000;3382;1020
13290;-10181;-10000;3382;1020
13296;-10224;-10000;3382;1020
13302;-10254;-10000;3382;1020
13308;-10278;-10000;3382;1020
13314;-10301;-10000;3382;1020
13320;-10305;-10000;1656;1020
13326;-10296;-10000;1656;1020
13332;-10268;-10000;1656;1020
13338;-10239;-10000;1656;1020
13344;-10204;-10000;1656;1020
13350;-10156;-10000;1656;1020
13356;-10108;-10000;1656;1020
13362;-10054;-10000;1656;1020
13368;-9993;-10000;1656;1020
13374;-9925;-10000;1656;1020
13380;-9858;-10000;551;1020
13386;-9784;-10000;551;1020
13392;-9697;-10000;551;1020
13398;-9616;-10000;551;1020
13404;-9549;-10000;551;1020
13410;-9462;-10000;551;1020
13416;-9375;-10000;551;1020
13422;-9294;-10000;551;1020
13428;-9201;-10000;551;1020
13434;-9120;-10000;551;1020
13440;-9040;-10000;152;1020
13446;-8953;-10000;152;1020
13452;-8866;-10000;152;1020
13458;-8798;-10000;152;1020
13464;-8731;-10000;152;1020
13470;-8644;-10000;152;1020
13476;-8557;-10000;152;1020
13482;-8483;-10000;152;1020
13488;-8415;-10000;152;1020
13494;-8367;-10000;152;1020
13500;-8300;-10000;220;1020
13506;-8226;-10000;220;1020
13512;-8162;-10000;220;1020
13518;-8094;-10000;220;1020
13524;-8020;-10000;220;1020
13530;-7972;-10000;220;1020
13536;-7924;-10000;220;1020
13542;-7876;-10000;220;1020
13548;-7828;-10000;220;1020
13554;-7780;-10000;220;1020
13560;-7732;-10000;392;1020
13566;-7684;-10000;392;1020
13572;-7636;-10000;392;1020
13578;-7588;-10000;392;1020
13584;-7540;-10000;224;1020
13590;-7518;-10000;42;1020
13596;-7470;-10000;42;1020
13602;-7442;-10000;42;1020
13608;-7394;-10000;42;1020
13614;-7372;-10000;42;1020
13620;-7324;-10000;42;1020
13626;-7295;-10000;42;1020
13632;-7247;-10000;42;1020
13638;-7199;-10000;42;1020
13644;-7171;-10000;42;1020
13650;-7123;-10000;565;1020
13656;-7101;-10000;565;1020
13662;-7072;-10000;565;1020
13668;-7044;-10000;565;1020
13674;-6996;-10000;565;1020
13680;-6948;-10000;565;1020
13686;-6939;-10000;565;1020
13692;-6891;-10000;565;1020
13698;-6862;-10000;565;1020
13704;-6834;-10000;607;1020
13710;-6805;-10000;607;1020
13716;-6777;-10000;607;1020
13722;-6748;-10000;607;1020
13728;-6720;-10000;607;1020
13734;-6685;-10000;607;1020
13740;-6676;-10000;607;1020
13746;-6660;-10000;607;1020
13752;-6658;-10000;607;1020
13758;-6636;-10000;607;1020
13764;-6614;-10000;708;1020
13770;-6618;-10000;708;1020
13776;-6589;-10000;708;1020
13782;-6574;-10000;708;1020
13788;-6558;-10000;708;1020
13794;-6536;-10000;708;1020
13800;-6508;-10000;708;1020
13806;-6479;-10000;708;1020
13812;-6444;-10000;708;1020
13818;-6396;-10000;708;1020
13824;-6342;-10000;694;1020
13830;-6281;-10000;694;1020
13836;-6200;-10000;694;1020
13842;-6100;-10000;694;1020
13848;-5994;-10000;694;1020
13854;-5868;-10000;694;1020
13860;-5716;-10000;694;1020
13866;-5538;-10000;694;1020
13872;-5327;-10000;694;1020
13878;-5091;-10000;694;1020
13884;-4861;-10000;-449;1020
13890;-4585;-10000;-449;1020
13896;-4284;-10000;-449;1020
13902;-3963;-10000;-449;1020
13908;-3590;-10000;-449;1020
13914;-3197;-10000;-449;1020
13920;-2779;-10000;-449;1020
13926;-2363;-10000;-449;1020
13932;-1876;-10000;-449;1020
13938;-1383;-10000;-449;1020
13944;-834;-10000;-3273;1020
13950;-328;-10000;-3273;1020
13956;175;-9975;-3273;1020
13962;633;-9831;-3273;1020
13968;1173;-9538;-3273;1020
13974;1664;-9106;-3273;1020
13980;2191;-8514;-3273;1020
13986;2705;-7775;-3273;1020
13992;3145;-6907;-3273;1020
13998;3565;-5918;-3273;1020
14004;4017;-4799;-3273;1020
14010;4444;-3562;-5538;1020
14016;4805;-2214;-5538;1020
14022;5212;-753;-5538;1020
14028;5515;801;-5538;1020
14034;5818;2445;-5538;1020
14040;6076;4162;-5538;1020
14046;6255;5935;-5538;1020
14052;6415;7758;-5538;1020
14058;6549;9621;-5538;1020
14064;6638;10000;-5538;1020
14070;6681;10000;-3412;1020
14076;6698;10000;-3412;1020
14082;6669;10000;-3412;1020
14088;6615;10000;-3412;1020
14094;6534;10000;-3412;1020
14100;6421;10000;-3412;1020
14106;6289;10000;-3412;1020
14112;6130;10000;-3412;1020
14118;5926;10000;-3412;1020
14124;5716;10000;-3412;1020
14130;5512;10000;138;1020
14136;5282;10000;138;1020
14142;5039;10000;138;1020
14148;4783;10000;138;1020
14154;4540;10000;138;1020
14160;4284;10000;138;1020
14166;3989;10000;138;1020
14172;3752;10000;138;1020
14178;3470;10000;138;1020
14184;3221;10000;138;1020
14190;2965;10000;1587;1020
14196;2718;10000;1587;1020
14202;2495;10000;1587;1020
14208;2235;10000;1587;1020
14214;1976;10000;1587;1020
14220;1762;10000;1587;1020
14226;1504;10000;1587;1020
14232;1285;10000;1587;1020
14238;1080;10000;1587;1020
14244;915;10000;1587;1020
14250;708;10000;1587;1020
14256;498;10000;1815;1020
14262;295;10000;1815;1020
14268;91;10000;1815;1020
14274;-112;9982;1815;1020
14280;-317;9907;1815;1020
14286;-460;9791;1815;1020
14292;-612;9631;1815;1020
14298;-750;9424;1815;1020
14304;-894;9176;1815;1020
14310;-834;8931;1815;1020
14316;-666;8726;1454;1020
14322;-508;8574;1454;1020
14328;-344;8468;1454;1020
14334;-191;8400;1454;1020
14340;-84;8369;1454;1020
14346;14;8367;1454;1020
14352;117;8392;1454;1020
14358;263;8459;1454;1020
14364;363;8554;1454;1020
14370;455;8684;1454;1020
14376;596;8847;-1304;1020
14382;640;9030;-1304;1020
14388;726;9237;-1304;1020
14394;811;9469;-1304;1020
14400;845;9710;-1304;1020
14406;941;9972;-1304;1020
14412;970;10000;-1304;1020
